subject,predicate,object,subject_category,object_category,knowledge_source,source_relationship
NCBIGene:348980,biolink:gene_associated_with_condition,EFO:0004138,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5236,biolink:gene_associated_with_condition,EFO:0005545,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1191,biolink:gene_associated_with_condition,MONDO:0001134,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4311,biolink:gene_associated_with_condition,MONDO:0007817,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2867,biolink:gene_associated_with_condition,MONDO:0014472,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3784,biolink:gene_associated_with_condition,MONDO:0004979,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3785,biolink:gene_associated_with_condition,MONDO:0011904,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:942,biolink:gene_associated_with_condition,EFO:1001391,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4337,biolink:gene_associated_with_condition,EFO:0800672,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4882,biolink:gene_associated_with_condition,EFO:0000544,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:100,biolink:gene_associated_with_condition,MONDO:0002691,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2259,biolink:gene_associated_with_condition,EFO:0005772,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5465,biolink:gene_associated_with_condition,EFO:0005612,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3002,biolink:gene_associated_with_condition,EFO:0000478,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:131096,biolink:gene_associated_with_condition,EFO:0009708,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1647,biolink:gene_associated_with_condition,MONDO:0002630,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2551,biolink:gene_associated_with_condition,EFO:0004211,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:942,biolink:gene_associated_with_condition,EFO:1001950,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9370,biolink:gene_associated_with_condition,MONDO:0018088,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6754,biolink:gene_associated_with_condition,EFO:0000495,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3002,biolink:gene_associated_with_condition,MONDO:0017904,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:26130,biolink:gene_associated_with_condition,EFO:0003877,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:55294,biolink:gene_associated_with_condition,EFO:0000178,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:728,biolink:gene_associated_with_condition,MONDO:0005053,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1509,biolink:gene_associated_with_condition,MONDO:0008021,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6794,biolink:gene_associated_with_condition,EFO:1000727,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:355,biolink:gene_associated_with_condition,EFO:0005297,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9575,biolink:gene_associated_with_condition,MONDO:0009588,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1509,biolink:gene_associated_with_condition,EFO:0003095,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5571,biolink:gene_associated_with_condition,Orphanet:79293,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:23409,biolink:gene_associated_with_condition,MONDO:0007576,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9314,biolink:gene_associated_with_condition,EFO:1001996,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9314,biolink:gene_associated_with_condition,MONDO:0002529,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:875,biolink:gene_associated_with_condition,MONDO:0009597,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6794,biolink:gene_associated_with_condition,MONDO:0018653,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4544,biolink:gene_associated_with_condition,EFO:0022280,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:216,biolink:gene_associated_with_condition,EFO:1000388,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4717,biolink:gene_associated_with_condition,EFO:1000783,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4882,biolink:gene_associated_with_condition,MONDO:0018479,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2358,biolink:gene_associated_with_condition,MONDO:0016643,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2289,biolink:gene_associated_with_condition,EFO:0003869,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2551,biolink:gene_associated_with_condition,MONDO:0010200,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6283,biolink:gene_associated_with_condition,MONDO:0030602,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1394,biolink:gene_associated_with_condition,HP:0001952,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1000,biolink:gene_associated_with_condition,MONDO:0018948,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6361,biolink:gene_associated_with_condition,MONDO:0009903,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7412,biolink:gene_associated_with_condition,EFO:0000701,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6794,biolink:gene_associated_with_condition,EFO:0009842,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:728,biolink:gene_associated_with_condition,EFO:0009518,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2551,biolink:gene_associated_with_condition,EFO:0000495,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5465,biolink:gene_associated_with_condition,MONDO:0008173,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1326,biolink:gene_associated_with_condition,MP:0001845,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:84727,biolink:gene_associated_with_condition,EFO:0004784,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3784,biolink:gene_associated_with_condition,MONDO:0041052,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6559,biolink:gene_associated_with_condition,EFO:0000335,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7280,biolink:gene_associated_with_condition,MONDO:0010011,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3171,biolink:gene_associated_with_condition,EFO:0008591,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:112744,biolink:gene_associated_with_condition,EFO:0001065,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:356,biolink:gene_associated_with_condition,EFO:0000540,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:388,biolink:gene_associated_with_condition,MONDO:0002367,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:28951,biolink:gene_associated_with_condition,MONDO:0005041,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6283,biolink:gene_associated_with_condition,EFO:0000691,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6794,biolink:gene_associated_with_condition,MONDO:0032805,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5338,biolink:gene_associated_with_condition,EFO:0007328,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:117583,biolink:gene_associated_with_condition,Orphanet:1068,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4807,biolink:gene_associated_with_condition,EFO:0000209,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5571,biolink:gene_associated_with_condition,EFO:0004346,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3953,biolink:gene_associated_with_condition,MONDO:0007079,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:241,biolink:gene_associated_with_condition,EFO:0003086,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3082,biolink:gene_associated_with_condition,MONDO:0013826,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1647,biolink:gene_associated_with_condition,EFO:0004517,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5715,biolink:gene_associated_with_condition,MONDO:0020593,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7058,biolink:gene_associated_with_condition,HP:0001873,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7786,biolink:gene_associated_with_condition,EFO:0009448,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1394,biolink:gene_associated_with_condition,EFO:0000232,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1509,biolink:gene_associated_with_condition,EFO:1001068,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5465,biolink:gene_associated_with_condition,EFO:1001467,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2551,biolink:gene_associated_with_condition,EFO:0001061,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:51561,biolink:gene_associated_with_condition,EFO:1000784,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:29128,biolink:gene_associated_with_condition,EFO:0003865,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4524,biolink:gene_associated_with_condition,EFO:0006812,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:356,biolink:gene_associated_with_condition,EFO:0009756,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3082,biolink:gene_associated_with_condition,MONDO:0007142,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:728,biolink:gene_associated_with_condition,MONDO:0001336,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10383,biolink:gene_associated_with_condition,EFO:0003891,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:112744,biolink:gene_associated_with_condition,EFO:0008527,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5148,biolink:gene_associated_with_condition,EFO:0000616,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9370,biolink:gene_associated_with_condition,MONDO:0002974,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1191,biolink:gene_associated_with_condition,EFO:0003966,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7058,biolink:gene_associated_with_condition,EFO:0000478,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6559,biolink:gene_associated_with_condition,EFO:0000319,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5029,biolink:gene_associated_with_condition,EFO:0004986,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:84618,biolink:gene_associated_with_condition,EFO:0000641,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:100,biolink:gene_associated_with_condition,EFO:1001961,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6754,biolink:gene_associated_with_condition,MONDO:0001751,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2739,biolink:gene_associated_with_condition,MONDO:0013518,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:480,biolink:gene_associated_with_condition,MONDO:0030938,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7280,biolink:gene_associated_with_condition,EFO:0005540,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:23387,biolink:gene_associated_with_condition,MONDO:0009805,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4524,biolink:gene_associated_with_condition,EFO:0000707,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6713,biolink:gene_associated_with_condition,HP:0001397,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:58498,biolink:gene_associated_with_condition,EFO:0022173,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:355,biolink:gene_associated_with_condition,EFO:1000368,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:719,biolink:gene_associated_with_condition,MONDO:0015459,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3785,biolink:gene_associated_with_condition,EFO:0005773,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3171,biolink:gene_associated_with_condition,EFO:0003900,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:84618,biolink:gene_associated_with_condition,MONDO:0007915,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1509,biolink:gene_associated_with_condition,Orphanet:228337,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:356,biolink:gene_associated_with_condition,EFO:1001031,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4286,biolink:gene_associated_with_condition,Orphanet:383,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2551,biolink:gene_associated_with_condition,EFO:1001514,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7412,biolink:gene_associated_with_condition,EFO:0007485,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:8204,biolink:gene_associated_with_condition,EFO:0001378,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5702,biolink:gene_associated_with_condition,MONDO:0019438,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:23387,biolink:gene_associated_with_condition,MONDO:0014981,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:875,biolink:gene_associated_with_condition,MONDO:0016525,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:55294,biolink:gene_associated_with_condition,EFO:0003777,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4524,biolink:gene_associated_with_condition,EFO:0004533,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:355,biolink:gene_associated_with_condition,MONDO:0971173,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3756,biolink:gene_associated_with_condition,MONDO:0032714,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3171,biolink:gene_associated_with_condition,EFO:0003767,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1394,biolink:gene_associated_with_condition,EFO:0004527,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2551,biolink:gene_associated_with_condition,EFO:0009373,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5465,biolink:gene_associated_with_condition,EFO:0004145,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:51561,biolink:gene_associated_with_condition,EFO:0006859,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:942,biolink:gene_associated_with_condition,MONDO:0003334,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:29128,biolink:gene_associated_with_condition,EFO:0000707,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:81608,biolink:gene_associated_with_condition,MONDO:0005575,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:55294,biolink:gene_associated_with_condition,EFO:0007990,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:51561,biolink:gene_associated_with_condition,MONDO:0021259,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10266,biolink:gene_associated_with_condition,MONDO:0005475,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7412,biolink:gene_associated_with_condition,EFO:1001047,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1000,biolink:gene_associated_with_condition,MONDO:0043579,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:84727,biolink:gene_associated_with_condition,MONDO:0957572,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4544,biolink:gene_associated_with_condition,EFO:0003756,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3590,biolink:gene_associated_with_condition,MONDO:0008903,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1728,biolink:gene_associated_with_condition,EFO:0004875,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3038,biolink:gene_associated_with_condition,MONDO:0100234,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3082,biolink:gene_associated_with_condition,EFO:0004208,biolink:Gene,biolink:Disease,OpenTargets,associated_with
