id,category,name
MONDO:0005100,biolink:Disease,systemic sclerosis
OBA:2040561,biolink:Disease,OBA:2040561
MONDO:0032845,biolink:Disease,spermatogenic failure 39
EFO:0010134,biolink:Disease,EFO:0010134
EFO:0009130,biolink:Disease,EFO:0009130
MONDO:0006660,biolink:Disease,arthus reaction
MONDO:0008006,biolink:Disease,Mobius syndrome
MONDO:0007803,biolink:Disease,multiple system atrophy
OBA:2042538,biolink:Disease,OBA:2042538
MONDO:0005008,biolink:Disease,colorectal adenocarcinoma
MONDO:0005615,biolink:Disease,plasmacytoma
MONDO:0009692,biolink:Disease,primary myelofibrosis
MONDO:0018510,biolink:Disease,small intestine neuroendocrine neoplasm
EFO:0022317,biolink:Disease,EFO:0022317
MONDO:0004972,biolink:Disease,adenoma
MONDO:0020325,biolink:Disease,anaplastic large cell lymphoma
MONDO:0002728,biolink:Disease,rhabdoid tumor
MONDO:0700044,biolink:Disease,MONDO:0700044
MONDO:0009691,biolink:Disease,mycosis fungoides
MONDO:0019496,biolink:Disease,neuroendocrine neoplasm
MONDO:0005611,biolink:Disease,bladder transitional cell carcinoma
MONDO:0004286,biolink:Disease,pancreatic intraductal papillary-mucinous neoplasm
MONDO:0016780,biolink:Disease,paternal 14q32.2 microdeletion syndrome
MONDO:0021148,biolink:Disease,female reproductive system neoplasm
MONDO:0002334,biolink:Disease,hematopoietic and lymphoid system neoplasm
EFO:0007874,biolink:Disease,EFO:0007874
MONDO:0013934,biolink:Disease,combined immunodeficiency due to STK4 deficiency
MONDO:0002974,biolink:Disease,cervical cancer
MONDO:0009216,biolink:Disease,glycogen storage disease due to GLUT2 deficiency
MONDO:0017361,biolink:Disease,congenital rubella syndrome
MONDO:0007959,biolink:Disease,medulloblastoma
MONDO:0005048,biolink:Disease,pancreatic insulin-producing neuroendocrine tumor
MONDO:0007254,biolink:Disease,breast cancer
HP:0009726,biolink:Disease,HP:0009726
MONDO:0023161,biolink:Disease,viral myocarditis
MONDO:0004643,biolink:Disease,myeloid leukemia
MONDO:0018630,biolink:Disease,hereditary nonpolyposis colon cancer
MONDO:0005488,biolink:Disease,adolescent idiopathic scoliosis
MONDO:0008733,biolink:Disease,familial glucocorticoid deficiency
MONDO:0007471,biolink:Disease,Doyne honeycomb retinal dystrophy
MONDO:0006130,biolink:Disease,central nervous system neoplasm
MONDO:0002691,biolink:Disease,liver cancer
MONDO:0002207,biolink:Disease,vulval Paget disease
MONDO:0005041,biolink:Disease,glaucoma
MONDO:0019434,biolink:Disease,systemic-onset juvenile idiopathic arthritis
MONDO:0007496,biolink:Disease,dystonia 12
MONDO:0007809,biolink:Disease,"ichthyosis histrix, Lambert type"
MONDO:0019722,biolink:Disease,glomerular disorder
HP:0002783,biolink:Disease,HP:0002783
EFO:0010702,biolink:Disease,EFO:0010702
MONDO:0011841,biolink:Disease,biotin-responsive basal ganglia disease
MONDO:0021251,biolink:Disease,endometrium neoplasm
MONDO:0006909,biolink:Disease,pituitary dwarfism
MONDO:0005139,biolink:Disease,morbid obesity
MONDO:0018875,biolink:Disease,Li-Fraumeni syndrome
MONDO:0016218,biolink:Disease,Guillain-Barre syndrome
MONDO:0000190,biolink:Disease,ventricular fibrillation
MONDO:0003783,biolink:Disease,lymphopenia
MONDO:0005105,biolink:Disease,melanoma
MONDO:0014048,biolink:Disease,Cowden syndrome 6
MONDO:0016642,biolink:Disease,meningioma
MONDO:0005575,biolink:Disease,colorectal cancer
MONDO:0015674,biolink:Disease,late infantile neuronal ceroid lipofuscinosis
MONDO:0015459,biolink:Disease,nasopharyngeal carcinoma
MONDO:0005140,biolink:Disease,ovarian carcinoma
MONDO:0019506,biolink:Disease,obesity-colitis-hypothyroidism-cardiac hypertrophy-developmental delay syndrome
OBA:VT0001253,biolink:Disease,OBA:VT0001253
EFO:0004517,biolink:Disease,EFO:0004517
MONDO:0009629,biolink:Disease,Desbuquois dysplasia 1
MONDO:0005459,biolink:Disease,human African trypanosomiasis
EFO:0002503,biolink:Disease,EFO:0002503
MONDO:0015254,biolink:Disease,schistosomiasis
EFO:0022254,biolink:Disease,EFO:0022254
EFO:0007986,biolink:Disease,EFO:0007986
HP:0003074,biolink:Disease,HP:0003074
MONDO:0005485,biolink:Disease,psychotic disorder
MONDO:0008921,biolink:Disease,carnosinemia
MONDO:0009446,biolink:Disease,ichthyosis-intellectual disability-dwarfism-renal impairment syndrome
MONDO:0005532,biolink:Disease,Crohn's colitis
MONDO:0018899,biolink:Disease,posterior cortical atrophy
MONDO:0012725,biolink:Disease,lipoprotein glomerulopathy
MONDO:0005161,biolink:Disease,human papilloma virus infection
MONDO:0018874,biolink:Disease,acute myeloid leukemia
EFO:0005241,biolink:Disease,EFO:0005241
MONDO:0005005,biolink:Disease,clear cell renal carcinoma
MONDO:0007152,biolink:Disease,arrhythmogenic right ventricular dysplasia 1
HP:0003073,biolink:Disease,HP:0003073
MONDO:0005111,biolink:Disease,Epstein-Barr virus infection
HP:0011675,biolink:Disease,HP:0011675
MONDO:0005288,biolink:Disease,intestinal polyp
MONDO:0008608,biolink:Disease,Down syndrome
MONDO:0002257,biolink:Disease,ankylosis
EFO:0009860,biolink:Disease,EFO:0009860
EFO:0004468,biolink:Disease,EFO:0004468
MONDO:0018876,biolink:Disease,mantle cell lymphoma
MONDO:0018815,biolink:Disease,aneurysmal bone cyst
EFO:0022008,biolink:Disease,EFO:0022008
MONDO:0016700,biolink:Disease,anaplastic ependymoma
MONDO:0003847,biolink:Disease,hereditary disease
MONDO:0005328,biolink:Disease,eye disorder
OBA:VT0010046,biolink:Disease,OBA:VT0010046
MONDO:0010788,biolink:Disease,Leber hereditary optic neuropathy
HP:0006536,biolink:Disease,HP:0006536
HP:0001397,biolink:Disease,HP:0001397
MONDO:0033262,biolink:Disease,nephrotic syndrome 15
MONDO:0020761,biolink:Disease,Bowen disease of the skin
MONDO:0045063,biolink:Disease,major salivary gland adenoid cystic carcinoma
EFO:0801819,biolink:Disease,EFO:0801819
MONDO:0005438,biolink:Disease,metastatic malignant neoplasm in the lymph nodes
MONDO:0008411,biolink:Disease,ulnar-mammary syndrome
MONDO:0000525,biolink:Disease,cecum villous adenoma
EFO:0000544,biolink:Disease,EFO:0000544
OBA:2040646,biolink:Disease,OBA:2040646
HP:0001952,biolink:Disease,HP:0001952
MONDO:0042491,biolink:Disease,cervical squamous intraepithelial neoplasia
MONDO:0012675,biolink:Disease,corticosteroid-binding globulin deficiency
MONDO:0012819,biolink:Disease,diabetic ketoacidosis
EFO:0600064,biolink:Disease,EFO:0600064
EFO:0004541,biolink:Disease,EFO:0004541
MONDO:0004892,biolink:Disease,refractive error
EFO:0007800,biolink:Disease,EFO:0007800
MONDO:0016761,biolink:Disease,spondyloepiphyseal dysplasia
MONDO:0014810,biolink:Disease,pancytopenia due to IKZF1 mutations
MONDO:0008383,biolink:Disease,rheumatoid arthritis
EFO:0009946,biolink:Disease,EFO:0009946
MONDO:0003036,biolink:Disease,mucoepidermoid carcinoma
MONDO:0002898,biolink:Disease,skin cancer
EFO:0010968,biolink:Disease,EFO:0010968
MONDO:0005580,biolink:Disease,esophageal squamous cell carcinoma
MONDO:0004849,biolink:Disease,pulmonary emphysema
HP:0010992,biolink:Disease,HP:0010992
EFO:1001436,biolink:Disease,EFO:1001436
MONDO:0007027,biolink:Disease,metabolic dysfunction-associated steatohepatitis
MONDO:0005146,biolink:Disease,post-traumatic stress disorder
MONDO:0018177,biolink:Disease,glioblastoma
EFO:0000556,biolink:Disease,EFO:0000556
MONDO:0100010,biolink:Disease,disease of the tendon
EFO:0011052,biolink:Disease,EFO:0011052
MONDO:0005083,biolink:Disease,psoriasis
MONDO:0005108,biolink:Disease,viral infectious disease
MONDO:0008233,biolink:Disease,pheochromocytoma
MONDO:0009830,biolink:Disease,parkinsonian-pyramidal syndrome
EFO:0803548,biolink:Disease,EFO:0803548
MONDO:0017967,biolink:Disease,testicular agenesis
MONDO:0004995,biolink:Disease,cardiovascular disorder
MONDO:0019524,biolink:Disease,Bartter syndrome type 4
MONDO:0005306,biolink:Disease,ankylosing spondylitis
HP:0000356,biolink:Disease,HP:0000356
MONDO:0007681,biolink:Disease,"goiter, multinodular 1, with or without Sertoli-Leydig cell tumors"
MONDO:0020546,biolink:Disease,acute graft versus host disease
MONDO:0006170,biolink:Disease,conjunctival disorder
MONDO:0019402,biolink:Disease,beta thalassemia
MONDO:0010463,biolink:Disease,"X-linked dominant chondrodysplasia, Chassaing-Lacombe type"
MONDO:0005559,biolink:Disease,neurodegenerative disease
MONDO:0005147,biolink:Disease,type 1 diabetes mellitus
MONDO:0007700,biolink:Disease,hawkinsinuria
EFO:0001063,biolink:Disease,EFO:0001063
MONDO:0015484,biolink:Disease,cysticercosis
OBA:2050096,biolink:Disease,OBA:2050096
MONDO:0006192,biolink:Disease,endometrial endometrioid adenocarcinoma
MONDO:0006639,biolink:Disease,adrenal cortex carcinoma
EFO:0009589,biolink:Disease,EFO:0009589
MONDO:0011996,biolink:Disease,chronic myeloid leukemia
MONDO:0005148,biolink:Disease,type 2 diabetes mellitus
MONDO:0017991,biolink:Disease,Takayasu arteritis
MONDO:0013209,biolink:Disease,metabolic dysfunction-associated steatotic liver disease
MONDO:0011456,biolink:Disease,nephronophthisis 3
MONDO:0003916,biolink:Disease,overnutrition
MONDO:0015701,biolink:Disease,T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency
MONDO:0004580,biolink:Disease,retinal degeneration
MONDO:0004993,biolink:Disease,carcinoma
MONDO:0016107,biolink:Disease,myotonic dystrophy
MONDO:0005642,biolink:Disease,atopic conjunctivitis
MONDO:0100574,biolink:Disease,generalized epilepsy
MONDO:0005023,biolink:Disease,ductal breast carcinoma in situ
OBA:2041840,biolink:Disease,OBA:2041840
MONDO:0005595,biolink:Disease,laryngeal squamous cell carcinoma
EFO:0004528,biolink:Disease,EFO:0004528
MONDO:0006047,biolink:Disease,pancreatic adenocarcinoma
MONDO:0003825,biolink:Disease,kidney oncocytoma
MONDO:0006849,biolink:Disease,mastitis
HP:0002135,biolink:Disease,HP:0002135
MONDO:0005366,biolink:Disease,chronic hepatitis B virus infection
MONDO:0006515,biolink:Disease,acute pancreatitis
MONDO:0007294,biolink:Disease,central core myopathy
MONDO:0012209,biolink:Disease,branchiogenic deafness syndrome
EFO:0008527,biolink:Disease,EFO:0008527
MONDO:0012450,biolink:Disease,spinocerebellar ataxia type 28
MONDO:0013284,biolink:Disease,"immunodeficiency, common variable, 4"
MONDO:0012220,biolink:Disease,Griscelli syndrome type 3
MONDO:0013427,biolink:Disease,immunodeficiency 31B
EFO:0022236,biolink:Disease,EFO:0022236
MONDO:0005084,biolink:Disease,mental disorder
MONDO:0009831,biolink:Disease,malignant pancreatic neoplasm
OBA:2045223,biolink:Disease,OBA:2045223
MONDO:0024331,biolink:Disease,colorectal carcinoma
MONDO:0009619,biolink:Disease,microcephaly-micromelia syndrome
EFO:1001904,biolink:Disease,EFO:1001904
MONDO:0002806,biolink:Disease,bronchogenic carcinoma
MONDO:0024280,biolink:Disease,polyarticular arthritis
MONDO:0011661,biolink:Disease,inflammatory bowel disease 5
MONDO:0009614,biolink:Disease,"methylmalonic aciduria, cblB type"
HP:0001732,biolink:Disease,HP:0001732
MONDO:0005098,biolink:Disease,stroke disorder
EFO:0007834,biolink:Disease,EFO:0007834
MONDO:0001999,biolink:Disease,idiopathic pulmonary arterial hypertension
MONDO:0000494,biolink:Disease,renal fibrosis
MONDO:0011438,biolink:Disease,acne
EFO:0009594,biolink:Disease,EFO:0009594
MONDO:0001166,biolink:Disease,nephritis
MONDO:0014439,biolink:Disease,Bardet-Biedl syndrome 11
MONDO:0008928,biolink:Disease,cataract-ataxia-deafness syndrome
OBA:VT0000047,biolink:Disease,OBA:VT0000047
MONDO:0007540,biolink:Disease,multiple endocrine neoplasia type 1
EFO:1001326,biolink:Disease,EFO:1001326
MONDO:0005466,biolink:Disease,hypersomnia
MONDO:0006189,biolink:Disease,eccrine porocarcinoma
MONDO:0021512,biolink:Disease,benign neoplasm of thymus
OBA:VT0000217,biolink:Disease,OBA:VT0000217
MONDO:0002331,biolink:Disease,nephrosis
MONDO:0010549,biolink:Disease,Charcot-Marie-Tooth disease X-linked dominant 1
EFO:1001836,biolink:Disease,EFO:1001836
MONDO:0011414,biolink:Disease,Peters anomaly
MONDO:0030531,biolink:Disease,spermatogenic failure 65
MONDO:0005298,biolink:Disease,osteoporosis
MONDO:0018604,biolink:Disease,familial colorectal cancer type X
MONDO:0020696,biolink:Disease,vitamin B12 deficiency
MONDO:0005502,biolink:Disease,dengue disease
MONDO:0009426,biolink:Disease,hypoparathyroidism-retardation-dysmorphism syndrome
MONDO:0018906,biolink:Disease,follicular lymphoma
MONDO:0005283,biolink:Disease,retinal disorder
MONDO:0018088,biolink:Disease,familial Mediterranean fever
MONDO:0005203,biolink:Disease,ischemia reperfusion injury
MONDO:0010730,biolink:Disease,"combined immunodeficiency, X-linked"
MONDO:0005012,biolink:Disease,cutaneous melanoma
MONDO:0006858,biolink:Disease,mouth disorder
MONDO:0006649,biolink:Disease,anterior ischemic optic neuropathy
OBA:VT0015043,biolink:Disease,OBA:VT0015043
MONDO:0005570,biolink:Disease,hematologic disorder
MONDO:0008231,biolink:Disease,Peyronie disease
EFO:0004340,biolink:Disease,EFO:0004340
MONDO:0018161,biolink:Disease,non-hereditary retinoblastoma
MONDO:0100114,biolink:Disease,dry age related macular degeneration
EFO:0004305,biolink:Disease,EFO:0004305
MONDO:0016060,biolink:Disease,laryngotracheoesophageal cleft
MONDO:0100135,biolink:Disease,Dravet syndrome
MONDO:0004648,biolink:Disease,vascular dementia
MONDO:0011804,biolink:Disease,autoimmune lymphoproliferative syndrome type 2B
MONDO:0013615,biolink:Disease,craniosynostosis and dental anomalies
MONDO:0017317,biolink:Disease,phakomatosis pigmentokeratotica
MONDO:0005402,biolink:Disease,lymphoid leukemia
MONDO:0005461,biolink:Disease,endometrium adenocarcinoma
MONDO:0004985,biolink:Disease,bipolar disorder
MONDO:0009486,biolink:Disease,autosomal recessive Kenny-Caffey syndrome
MONDO:0002026,biolink:Disease,candidiasis
MONDO:0014334,biolink:Disease,severe combined immunodeficiency due to LCK deficiency
MONDO:0005191,biolink:Disease,metastatic melanoma
MONDO:0008538,biolink:Disease,temporal arteritis
MONDO:0044348,biolink:Disease,hemoglobinopathy
MONDO:0007064,biolink:Disease,"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency"
MONDO:0007389,biolink:Disease,spondylocostal dysostosis 5
HP:0002032,biolink:Disease,HP:0002032
MONDO:0008375,biolink:Disease,retinal detachment
Orphanet:169446,biolink:Disease,Orphanet:169446
MONDO:0003758,biolink:Disease,childhood testicular germ cell tumor
MONDO:0014789,biolink:Disease,CCDC115-CDG
EFO:0009805,biolink:Disease,EFO:0009805
MONDO:0016381,biolink:Disease,hypertrichosis lanuginosa congenita
EFO:0006566,biolink:Disease,EFO:0006566
MONDO:0016294,biolink:Disease,Hirschsprung disease-type D brachydactyly syndrome
EFO:0002616,biolink:Disease,EFO:0002616
MONDO:0002714,biolink:Disease,central nervous system cancer
EFO:0006340,biolink:Disease,EFO:0006340
MONDO:0100281,biolink:Disease,"macroglobulinemia, Waldenstrom, 1"
EFO:0007990,biolink:Disease,EFO:0007990
MONDO:0005300,biolink:Disease,chronic kidney disease
MONDO:0007376,biolink:Disease,fleck corneal dystrophy
MONDO:0005627,biolink:Disease,head and neck cancer
MONDO:0008618,biolink:Disease,"mesomelic dwarfism, Reinhardt-Pfeiffer type"
MONDO:0024540,biolink:Disease,Jervell and Lange-Nielsen syndrome 1
HP:0012115,biolink:Disease,HP:0012115
OBA:VT0005416,biolink:Disease,OBA:VT0005416
MONDO:0003085,biolink:Disease,keratitis
MONDO:0018945,biolink:Disease,XK-related neurodegenerative disease
MONDO:0011569,biolink:Disease,Charcot-Marie-Tooth disease type 2B1
OBA:2050062,biolink:Disease,OBA:2050062
MONDO:0017349,biolink:Disease,myopericytoma
MONDO:0010088,biolink:Disease,mucosulfatidosis
MONDO:0005453,biolink:Disease,congenital heart disease
EFO:0009708,biolink:Disease,EFO:0009708
MONDO:0005371,biolink:Disease,mood disorder
MONDO:0005101,biolink:Disease,ulcerative colitis
MONDO:0016558,biolink:Disease,familial congenital mirror movements
MONDO:0005885,biolink:Disease,optic neuritis
HP:0100582,biolink:Disease,HP:0100582
MONDO:0020678,biolink:Disease,sensorineural hearing loss disorder
MONDO:0005068,biolink:Disease,myocardial infarction
MONDO:0004948,biolink:Disease,B-cell chronic lymphocytic leukemia
OBA:0004528,biolink:Disease,OBA:0004528
MONDO:0100319,biolink:Disease,COVID-19–associated multisystem inflammatory syndrome in adults
HP:0040270,biolink:Disease,HP:0040270
MONDO:0007743,biolink:Disease,attention deficit-hyperactivity disorder
MONDO:0000918,biolink:Disease,endometritis
MONDO:0009872,biolink:Disease,Bjornstad syndrome
MONDO:0006373,biolink:Disease,pituitary gland adenoma
MONDO:0001134,biolink:Disease,essential hypertension
MONDO:0014172,biolink:Disease,spermatogenic failure 12
EFO:0004509,biolink:Disease,EFO:0004509
MONDO:0008982,biolink:Disease,central areolar choroidal dystrophy
MONDO:0009693,biolink:Disease,plasma cell myeloma
EFO:0007540,biolink:Disease,EFO:0007540
EFO:0801555,biolink:Disease,EFO:0801555
EFO:0022337,biolink:Disease,EFO:0022337
MONDO:0033554,biolink:Disease,immunodeficiency 73b with defective neutrophil chemotaxis and lymphopenia
EFO:1001927,biolink:Disease,EFO:1001927
EFO:0009071,biolink:Disease,EFO:0009071
MONDO:0019458,biolink:Disease,acute basophilic leukemia
MONDO:0014137,biolink:Disease,"precocious puberty, central, 2"
MONDO:0009655,biolink:Disease,mucopolysaccharidosis type 3A
MONDO:0008903,biolink:Disease,lung cancer
MONDO:0005159,biolink:Disease,prostate carcinoma
MONDO:0005401,biolink:Disease,colonic neoplasm
MONDO:0005812,biolink:Disease,influenza
MONDO:0008521,biolink:Disease,tarsal-carpal coalition syndrome
MONDO:0019736,biolink:Disease,dense deposit disease
MONDO:0002082,biolink:Disease,endocrine gland neoplasm
HP:0000739,biolink:Disease,HP:0000739
EFO:0004462,biolink:Disease,EFO:0004462
MONDO:0700092,biolink:Disease,neurodevelopmental disorder
MONDO:0007340,biolink:Disease,cleidocranial dysplasia 1
MONDO:0005386,biolink:Disease,peripheral arterial disease
MONDO:0021355,biolink:Disease,neoplasm of esophagus
EFO:0007456,biolink:Disease,EFO:0007456
MONDO:0000646,biolink:Disease,ovarian benign neoplasm
MONDO:0009901,biolink:Disease,Bartsocas-Papas syndrome 1
MONDO:0007888,biolink:Disease,hereditary leiomyomatosis and renal cell cancer
MONDO:0005097,biolink:Disease,squamous cell lung carcinoma
MONDO:0015300,biolink:Disease,cataract - microcornea syndrome
MONDO:0005086,biolink:Disease,renal cell carcinoma
MONDO:0005244,biolink:Disease,peripheral neuropathy
EFO:0006834,biolink:Disease,EFO:0006834
EFO:0003762,biolink:Disease,EFO:0003762
MONDO:0800195,biolink:Disease,achalasia-alacrima syndrome
MONDO:0005574,biolink:Disease,tauopathy
MONDO:0016683,biolink:Disease,gliomatosis cerebri
HP:0001250,biolink:Disease,HP:0001250
MONDO:0005219,biolink:Disease,breast fibrocystic disease
MONDO:0020121,biolink:Disease,muscular dystrophy
MONDO:0016525,biolink:Disease,familial hyperaldosteronism
MONDO:0006489,biolink:Disease,vaginal melanoma
EFO:0004346,biolink:Disease,EFO:0004346
MONDO:0001595,biolink:Disease,choreatic disease
EFO:0005802,biolink:Disease,EFO:0005802
MONDO:0007987,biolink:Disease,Kniest dysplasia
MONDO:0019202,biolink:Disease,myxofibrosarcoma
EFO:1000636,biolink:Disease,EFO:1000636
MONDO:0010030,biolink:Disease,Sjogren syndrome
MONDO:0002907,biolink:Disease,intracranial thrombosis
EFO:0022145,biolink:Disease,EFO:0022145
MONDO:0017400,biolink:Disease,hypoplastic pancreas-intestinal atresia-hypoplastic gallbalder syndrome
EFO:0021897,biolink:Disease,EFO:0021897
MONDO:0014403,biolink:Disease,short stature due to GHSR deficiency
EFO:0010266,biolink:Disease,EFO:0010266
MONDO:0007573,biolink:Disease,"erythroleukemia, familial, susceptibility to"
MONDO:0017979,biolink:Disease,autoimmune lymphoproliferative syndrome
MONDO:0001106,biolink:Disease,kidney failure
MONDO:0007635,biolink:Disease,Frasier syndrome
OBA:2043190,biolink:Disease,OBA:2043190
MONDO:0017827,biolink:Disease,malignant peripheral nerve sheath tumor
MONDO:0004953,biolink:Disease,invasive ductal breast carcinoma
MONDO:0005195,biolink:Disease,septic peritonitis
MONDO:0006143,biolink:Disease,cervical squamous cell carcinoma
MONDO:0015691,biolink:Disease,hypereosinophilic syndrome
EFO:0803382,biolink:Disease,EFO:0803382
MONDO:0018075,biolink:Disease,neural tube defect
MONDO:0004557,biolink:Disease,congenital fibrosarcoma
EFO:0022238,biolink:Disease,EFO:0022238
MONDO:0003308,biolink:Disease,pleural mesothelioma
MONDO:0019065,biolink:Disease,amyloidosis
MONDO:0003240,biolink:Disease,thyroid gland disorder
MONDO:0005439,biolink:Disease,familial hypercholesterolemia
MONDO:0002025,biolink:Disease,psychiatric disorder
HP:0001300,biolink:Disease,HP:0001300
MONDO:0970943,biolink:Disease,"spermatogenic failure, X-linked, 8"
MONDO:0006128,biolink:Disease,central nervous system anaplastic large cell lymphoma
MONDO:0008840,biolink:Disease,ataxia telangiectasia
MONDO:0008073,biolink:Disease,familial juvenile hyperuricemic nephropathy type 1
HP:0001822,biolink:Disease,HP:0001822
MONDO:0007243,biolink:Disease,Burkitt lymphoma
HP:0002315,biolink:Disease,HP:0002315
MONDO:0005039,biolink:Disease,reproductive system disorder
MONDO:0005277,biolink:Disease,migraine disorder
MONDO:0006882,biolink:Disease,orchitis
MONDO:0005494,biolink:Disease,triple-negative breast carcinoma
MONDO:0009297,biolink:Disease,familial renal glucosuria
MONDO:0006336,biolink:Disease,ovarian endometrioid adenocarcinoma with squamous differentiation
MONDO:0006573,biolink:Disease,lipodystrophy
MONDO:0005825,biolink:Disease,leptospirosis
HP:0003040,biolink:Disease,HP:0003040
MONDO:0015279,biolink:Disease,chronic mucocutaneous candidiasis
MONDO:0014550,biolink:Disease,long QT syndrome 15
MONDO:0005351,biolink:Disease,anorexia nervosa
EFO:0010681,biolink:Disease,EFO:0010681
MONDO:0002120,biolink:Disease,neuroendocrine carcinoma
MONDO:0005968,biolink:Disease,sporotrichosis
MONDO:0001149,biolink:Disease,microcephaly
MONDO:0006474,biolink:Disease,transitional cell carcinoma
MONDO:0011287,biolink:Disease,craniosynostosis-anal anomalies-porokeratosis syndrome
MONDO:0021117,biolink:Disease,lung neoplasm
MONDO:0008599,biolink:Disease,trigeminal neuralgia
MONDO:0005266,biolink:Disease,diabetic retinopathy
MONDO:0005380,biolink:Disease,osteonecrosis
MONDO:0008575,biolink:Disease,nicotine dependence
MONDO:0005134,biolink:Disease,experimental autoimmune encephalomyelitis
MONDO:0018531,biolink:Disease,carcinoma of liver and intrahepatic biliary tract
MONDO:0003004,biolink:Disease,macular degeneration
MONDO:0019145,biolink:Disease,hereditary thrombophilia due to congenital protein C deficiency
MONDO:0008380,biolink:Disease,retinoblastoma
EFO:0801229,biolink:Disease,EFO:0801229
MONDO:0010108,biolink:Disease,testicular germ cell tumor
MONDO:0011716,biolink:Disease,acute hemorrhagic leukoencephalitis
MONDO:0007488,biolink:Disease,Lewy body dementia
MONDO:0007142,biolink:Disease,Townes-Brocks syndrome
HP:0100543,biolink:Disease,HP:0100543
MONDO:0021086,biolink:Disease,gingival neoplasm
MONDO:0005240,biolink:Disease,kidney disorder
MONDO:0014491,biolink:Disease,immunodeficiency 37
EFO:0022293,biolink:Disease,EFO:0022293
MONDO:0016168,biolink:Disease,cryopyrin-associated periodic syndrome
MONDO:0013960,biolink:Disease,sinoatrial node dysfunction and deafness
MONDO:0044925,biolink:Disease,oral cavity carcinoma
MONDO:0002462,biolink:Disease,glomerulonephritis
EFO:0022335,biolink:Disease,EFO:0022335
MONDO:0018079,biolink:Disease,thymic epithelial neoplasm
HP:0000855,biolink:Disease,HP:0000855
MONDO:0001657,biolink:Disease,brain cancer
MONDO:0004691,biolink:Disease,autosomal dominant polycystic kidney disease
MONDO:0005480,biolink:Disease,contact dermatitis
MONDO:0005231,biolink:Disease,hepatitis C virus infection
MONDO:0044635,biolink:Disease,DIAPH1-related sensorineural hearing loss-thrombocytopenia syndrome
MONDO:0007186,biolink:Disease,gastroesophageal reflux disease
HP:0003419,biolink:Disease,HP:0003419
EFO:0006527,biolink:Disease,EFO:0006527
MONDO:0100316,biolink:Disease,long QT syndrome 1
MONDO:0010650,biolink:Disease,Melnick-Needles syndrome
MONDO:0007915,biolink:Disease,systemic lupus erythematosus
MONDO:0100096,biolink:Disease,COVID-19
MONDO:0013561,biolink:Disease,"chondrodysplasia with joint dislocations, gPAPP type"
EFO:0004138,biolink:Disease,EFO:0004138
MONDO:0005500,biolink:Disease,congenital disorder of glycosylation type I
MONDO:0007817,biolink:Disease,"IgE responsiveness, atopic"
MONDO:0014472,biolink:Disease,periodic fever-infantile enterocolitis-autoinflammatory syndrome
MONDO:0004979,biolink:Disease,asthma
MONDO:0011904,biolink:Disease,"seizures, benign familial infantile, 3"
MONDO:0004508,biolink:Disease,periapical periodontitis
EFO:0800672,biolink:Disease,EFO:0800672
MONDO:0005531,biolink:Disease,morphine dependence
MONDO:0005028,biolink:Disease,esophageal adenocarcinoma
MONDO:0002630,biolink:Disease,small cell osteogenic sarcoma
MONDO:0002032,biolink:Disease,colon carcinoma
MONDO:0005030,biolink:Disease,fetal growth restriction
MONDO:0017904,biolink:Disease,steroid dehydrogenase deficiency-dental anomalies syndrome
MONDO:0005296,biolink:Disease,sleep apnea syndrome
MONDO:0004950,biolink:Disease,gastric carcinoma
MONDO:0005053,biolink:Disease,ischemic disease
MONDO:0008021,biolink:Disease,Cowden syndrome 1
MONDO:0012105,biolink:Disease,granulomatosis with polyangiitis
MONDO:0009588,biolink:Disease,Langer mesomelic dysplasia
MONDO:0009515,biolink:Disease,Norum disease
MONDO:0007576,biolink:Disease,esophageal cancer
MONDO:0000984,biolink:Disease,thalassemia
MONDO:0002529,biolink:Disease,skin squamous cell carcinoma
MONDO:0009597,biolink:Disease,"metaphyseal chondrodysplasia, Spahr type"
MONDO:0018653,biolink:Disease,Polymerase proofreading-related adenomatous polyposis
EFO:0022280,biolink:Disease,EFO:0022280
MONDO:0006311,biolink:Disease,myelodysplastic/myeloproliferative neoplasm
MONDO:0006626,biolink:Disease,diabetic neuropathy
MONDO:0018479,biolink:Disease,congenital adrenal hyperplasia
MONDO:0016643,biolink:Disease,frontonasal dysplasia
MONDO:0021100,biolink:Disease,breast neoplasm
MONDO:0010200,biolink:Disease,Wilson disease
MONDO:0030602,biolink:Disease,Klebsiella pneumonia
MONDO:0018948,biolink:Disease,multiminicore myopathy
MONDO:0009903,biolink:Disease,postaxial acrofacial dysostosis
MONDO:0005093,biolink:Disease,skin disorder
EFO:0009842,biolink:Disease,EFO:0009842
EFO:0009518,biolink:Disease,EFO:0009518
MONDO:0008173,biolink:Disease,pachyonychia congenita 1
MP:0001845,biolink:Disease,MP:0001845
EFO:0004784,biolink:Disease,EFO:0004784
MONDO:0041052,biolink:Disease,postherpetic neuralgia
MONDO:0010011,biolink:Disease,schizencephaly
EFO:0008591,biolink:Disease,EFO:0008591
MONDO:0005133,biolink:Disease,endometriosis
MONDO:0005046,biolink:Disease,immune system disorder
MONDO:0002367,biolink:Disease,kidney cancer
MONDO:0005089,biolink:Disease,sarcoma
